Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20171006;7;20800;18768,963
20171006;8;22000;20449,050
20171006;9;22700;21330,213
20171006;10;22800;21716,025
20171006;11;22800;21866,050
20171006;12;22900;22162,625
20171006;13;23100;22229,813
20171006;14;23100;22056,025
20171006;15;22700;21710,088
20171006;16;22400;21472,350
20171006;17;22100;21206,263
20171006;18;22200;21118,538
20171006;19;23800;22209,913
20171006;20;23800;22900,838
20171006;21;23000;22226,625
20171006;22;21500;20713,750
20171006;23;19700;19107,950
20171006;24;18200;17970,225
20171007;1;16500;16900,588
20171007;2;16000;16233,338
20171007;3;15600;15788,088
20171007;4;15600;15789,900
20171007;5;15700;15806,688
20171007;6;16000;15956,175
20171007;7;17000;16827,563
20171007;8;18800;17813,313
20171007;9;20000;19108,850
20171007;10;20100;19900,250
20171007;11;20300;20217,038
20171007;12;20300;20326,100
20171007;13;20100;20191,075
20171007;14;19900;19881,388
20171007;15;19350;19105,200
20171007;16;18900;18780,388
20171007;17;18700;18536,350
20171007;18;19400;18745,613
20171007;19;20900;19774,838
20171007;20;20800;20298,013
20171007;21;20300;19677,375
20171007;22;18800;18406,613
20171007;23;17600;17390,125
20171007;24;16400;16270,413
20171008;1;15400;15252,800
20171008;2;14900;14615,813
20171008;3;14600;14249,113
20171008;4;14400;14185,338
20171008;5;14400;14205,463
20171008;6;14500;14273,525
20171008;7;14600;14504,488
20171008;8;15400;14968,800
20171008;9;16400;16033,550
20171008;10;17000;16898,475
20171008;11;17300;17633,525
20171008;12;17400;17794,388
20171008;13;17400;17755,475
20171008;14;17400;17590,588
20171008;15;17000;17282,875
20171008;16;16700;16928,038
20171008;17;16600;16813,825
20171008;18;17500;17301,563
20171008;19;19300;18562,925
20171008;20;19500;19207,688
20171008;21;18900;18852,913
20171008;22;17900;17974,438
20171008;23;17000;17110,475
20171008;24;15800;15947,888
20171009;1;15100;15169,613
20171009;2;14750;14821,575
20171009;3;14500;14647,200
20171009;4;14800;14628,725
20171009;5;15400;15013,113
20171009;6;17300;16090,863
20171009;7;20400;19032,750
20171009;8;21700;21001,738
20171009;9;22600;22199,550
20171009;10;22700;22486,563
20171009;11;22800;22307,838
20171009;12;22900;22471,450
20171009;13;23000;22521,850
20171009;14;23000;22595,525
20171009;15;22600;22125,513
20171009;16;22400;21826,238
20171009;17;22050;21507,400
20171009;18;22100;21538,188
20171009;19;23700;22690,963
20171009;20;23800;23505,213
20171009;21;23000;22766,875
20171009;22;21300;21311,788
20171009;23;19700;19578,650
20171009;24;18300;18320,550
20171010;1;17200;17225,163
20171010;2;16700;16675,313
20171010;3;16400;16425,863
20171010;4;16500;16460,025
20171010;5;16900;16723,525
20171010;6;18000;17498,788
20171010;7;20800;19971,450
20171010;8;22000;21640,388
20171010;9;22600;22513,863
20171010;10;22700;22680,625
20171010;11;22700;22575,750
20171010;12;22800;22823,200
20171010;13;22900;22876,338
20171010;14;23000;22866,138
20171010;15;22500;22501,525
20171010;16;22200;22201,813
20171010;17;21900;21893,450
20171010;18;22100;21900,650
20171010;19;23800;23102,388
20171010;20;23900;23697,288
20171010;21;22900;22985,550
20171010;22;21500;21324,463
20171010;23;19700;19673,225
20171010;24;18300;18378,463
20171011;1;17100;17402,538
20171011;2;16700;16811,200
20171011;3;16400;16566,688
20171011;4;16500;16516,363
20171011;5;17000;16650,125
20171011;6;18200;17408,713
20171011;7;21000;19897,588
20171011;8;22200;21682,863
20171011;9;22700;22576,113
20171011;10;22900;22932,050
20171011;11;22900;22742,488
20171011;12;23100;23042,613
20171011;13;23200;23040,363
20171011;14;23100;23067,138
20171011;15;22700;22742,163
20171011;16;22300;22383,388
20171011;17;22000;22130,913
20171011;18;22300;22116,738
20171011;19;23900;23130,588
20171011;20;24000;23633,138
20171011;21;23200;22922,375
20171011;22;21400;21378,725
20171011;23;19600;19568,325
20171011;24;18200;18274,600
20171012;1;17000;17389,200
20171012;2;16600;16843,588
20171012;3;16300;16462,138
20171012;4;16400;16510,113
20171012;5;16900;16766,563
20171012;6;18100;17433,113
20171012;7;20900;19934,050
20171012;8;22100;21566,525
20171012;9;22600;22462,913
20171012;10;22800;22608,413
20171012;11;22800;22309,500
20171012;12;23000;22467,125
20171012;13;23100;22418,850
20171012;14;23000;22454,725
20171012;15;22600;22122,288
20171012;16;22200;21971,225
20171012;17;21900;21665,363
20171012;18;22200;21613,275
20171012;19;23800;22888,413
20171012;20;23900;23414,250
20171012;21;23100;22784,750
20171012;22;21300;21326,525
20171012;23;19500;19554,150
20171012;24;18100;18267,500
20171013;1;17100;17222,088
20171013;2;16600;16577,313
20171013;3;16300;16232,713
20171013;4;16400;16365,675
20171013;5;16900;16632,838
20171013;6;18000;17264,713
20171013;7;20900;19841,725
20171013;8;22100;21348,025
20171013;9;22700;22249,538
20171013;10;22800;22462,663
20171013;11;22900;22328,463
20171013;12;22900;22536,188
20171013;13;23000;22572,913
20171013;14;23000;22575,138
20171013;15;22600;22146,550
20171013;16;22200;21791,375
20171013;17;21900;21501,688
20171013;18;22100;21576,775
20171013;19;23600;22931,325
20171013;20;23600;23308,850
20171013;21;22700;22530,150
20171013;22;21200;21085,850
20171013;23;19500;19506,113
20171013;24;18000;18214,500
20171014;1;16900;17161,175
20171014;2;16200;16545,250
20171014;3;15600;16036,750
20171014;4;15600;15897,300
20171014;5;15800;15958,600
20171014;6;16000;16110,800
20171014;7;17200;17166,500
20171014;8;18400;17914,950
20171014;9;19500;19256,988
20171014;10;20000;20072,163
20171014;11;20200;20400,538
20171014;12;20200;20563,463
20171014;13;20000;20373,675
20171014;14;19800;20046,763
20171014;15;19100;19319,450
20171014;16;18700;19031,050
20171014;17;18500;18795,100
20171014;18;19300;19059,088
20171014;19;20500;20298,913
20171014;20;20500;20633,125
20171014;21;20000;19934,050
20171014;22;18500;18748,850
20171014;23;17400;17520,163
20171014;24;16200;16440,100
20171015;1;15400;15335,563
20171015;2;14700;14668,250
20171015;3;14300;14260,750
20171015;4;14100;14156,950
20171015;5;14300;14158,725
20171015;6;14400;14196,288
20171015;7;14700;14521,938
20171015;8;15400;14972,425
20171015;9;16300;15868,413
20171015;10;17100;16853,450
20171015;11;17500;17330,238
20171015;12;17700;17598,238
20171015;13;17700;17514,075
20171015;14;17800;17510,800
20171015;15;17400;17089,850
20171015;16;17000;16780,700
20171015;17;16900;16691,575
20171015;18;18100;16963,250
20171015;19;19400;18798,838
20171015;20;19500;19450,275
20171015;21;18900;18879,725
20171015;22;17800;17875,013
20171015;23;17000;17002,963
20171015;24;15800;15790,400
20171016;1;14900;15030,038
20171016;2;14500;14626,613
20171016;3;14300;14469,950
20171016;4;14500;14544,550
20171016;5;15050;14844,438
20171016;6;16700;15891,200
20171016;7;19900;19045,263
20171016;8;21300;20857,213
20171016;9;22100;21751,938
20171016;10;22300;22085,050
20171016;11;22150;22028,288
20171016;12;22150;22090,850
20171016;13;22150;22182,013
20171016;14;22150;22157,163
20171016;15;21800;21811,875
20171016;16;21500;21637,000
20171016;17;21200;21392,363
20171016;18;22200;21389,775
20171016;19;23300;22942,288
20171016;20;23300;23361,588
20171016;21;22400;22684,750
20171016;22;20900;21128,025
20171016;23;19200;19383,750
20171016;24;17800;18047,425
20171017;1;16700;16968,775
20171017;2;16100;16371,400
20171017;3;15900;16102,438
20171017;4;15900;16044,338
20171017;5;16300;16349,100
20171017;6;17600;17075,225
20171017;7;20600;19715,713
20171017;8;21500;21294,075
20171017;9;22200;22058,800
20171017;10;22200;22329,950
20171017;11;22400;22133,625
20171017;12;22500;22413,850
20171017;13;22500;22402,050
20171017;14;22600;22310,513
20171017;15;22100;21945,413
20171017;16;21800;21773,925
20171017;17;21900;21386,175
20171017;18;22700;21442,625
20171017;19;23400;23075,488
20171017;20;23500;23419,825
20171017;21;22700;22781,550
20171017;22;21100;21170,350
20171017;23;19600;19512,575
20171017;24;18000;18145,613
20171018;1;16800;17091,563
20171018;2;16200;16565,250
20171018;3;15900;16183,938
20171018;4;16000;16320,213
20171018;5;16400;16549,563
20171018;6;17800;17302,625
20171018;7;20700;19976,100
20171018;8;21700;21597,588
20171018;9;22300;22364,175
20171018;10;22400;22537,825
20171018;11;22300;22272,050
20171018;12;22300;22504,225
20171018;13;22400;22512,413
20171018;14;22400;22489,913
20171018;15;22000;22159,263
20171018;16;21700;21920,288
20171018;17;21500;21564,075
20171018;18;22500;21825,688
20171018;19;23400;23275,263
20171018;20;23300;23473,213
20171018;21;22700;22882,750
20171018;22;21100;21314,038
20171018;23;19400;19604,575
20171018;24;17900;18176,488
20171019;1;16800;17065,813
20171019;2;16200;16575,875
20171019;3;15900;16184,838
20171019;4;16000;16213,800
20171019;5;16500;16529,038
20171019;6;17800;17283,875
20171019;7;20850;19979,713
20171019;8;21750;21645,313
20171019;9;22350;22283,088
20171019;10;22500;22401,700
20171019;11;22600;22261,488
20171019;12;22700;22448,963
20171019;13;22750;22447,913
20171019;14;22800;22328,350
20171019;15;22350;22103,738
20171019;16;22050;21749,575
20171019;17;21850;21389,513
20171019;18;22700;21745,700
20171019;19;23400;23093,313
20171019;20;23300;23277,000
20171019;21;22700;22607,250
20171019;22;21100;21102,975
20171019;23;19450;19350,450
20171019;24;18050;17985,988
20171020;1;17100;16921,325
20171020;2;16500;16491,925
20171020;3;16200;16054,325
20171020;4;16300;16099,250
20171020;5;16850;16396,363
20171020;6;18100;17239,525
20171020;7;21150;19997,188
20171020;8;22050;21598,750
20171020;9;22550;22427,663
20171020;10;22700;22587,513
20171020;11;22600;22409,675
20171020;12;22700;22616,438
20171020;13;22750;22577,300
20171020;14;22800;22524,900
20171020;15;22350;22093,400
20171020;16;22000;21873,400
20171020;17;21800;21565,825
20171020;18;22700;21878,838
20171020;19;23800;23060,550
20171020;20;23800;23071,875
20171020;21;23000;22383,450
20171020;22;21400;20906,138
20171020;23;19750;19244,025
20171020;24;18350;18061,625
20171021;1;17200;16945,863
20171021;2;16600;16352,575
20171021;3;16100;15899,463
20171021;4;16000;15758,163
20171021;5;16200;15813,638
20171021;6;16450;16001,200
20171021;7;17850;17222,100
20171021;8;18850;18214,588
20171021;9;19950;19345,488
20171021;10;20550;20158,900
20171021;11;20800;20489,325
20171021;12;20800;20735,500
20171021;13;20550;20438,125
20171021;14;20400;20121,075
20171021;15;19650;19434,638
20171021;16;19250;19190,050
20171021;17;19150;18977,938
20171021;18;20300;19405,475
20171021;19;20950;20545,375
20171021;20;20900;20480,625
20171021;21;20300;19764,700
20171021;22;19050;18585,250
20171021;23;17750;17533,438
20171021;24;16650;16321,800
20171022;1;15750;15264,413
20171022;2;14950;14615,263
20171022;3;14550;14254,313
20171022;4;14500;14155,938
20171022;5;14500;14113,488
20171022;6;14700;14214,575
20171022;7;15200;14661,100
20171022;8;15900;14939,438
20171022;9;16900;15852,363
20171022;10;17700;17007,150
20171022;11;18000;17645,400
20171022;12;18000;17887,175
20171022;13;18000;17969,038
20171022;14;18000;18003,713
20171022;15;17500;17599,563
20171022;16;17200;17274,800
20171022;17;17400;17265,663
20171022;18;19200;17883,813
20171022;19;19800;19170,338
20171022;20;19800;19361,350
20171022;21;19200;18847,600
20171022;22;18200;17922,675
20171022;23;17400;17050,138
20171022;24;16100;15980,575
20171023;1;15200;15181,300
20171023;2;14700;14688,875
20171023;3;14500;14571,513
20171023;4;14700;14635,838
20171023;5;15300;15014,613
20171023;6;17400;15946,400
20171023;7;21100;19221,938
20171023;8;22400;21337,450
20171023;9;23000;22374,913
20171023;10;23100;22743,013
20171023;11;23100;22750,000
20171023;12;23100;23010,575
20171023;13;23300;23100,088
20171023;14;23400;23110,450
20171023;15;22900;22719,888
20171023;16;22500;22465,888
20171023;17;22300;22256,988
20171023;18;23400;22565,088
20171023;19;24000;23599,750
20171023;20;24000;23594,663
20171023;21;23100;22843,625
20171023;22;21700;21234,338
20171023;23;19900;19493,988
20171023;24;18600;18168,563
20171024;1;17500;17063,750
20171024;2;17000;16393,250
20171024;3;16700;16175,463
20171024;4;16800;16133,200
20171024;5;17300;16432,388
20171024;6;18600;17303,200
20171024;7;21600;20012,375
20171024;8;22400;21877,025
20171024;9;23100;22808,163
20171024;10;23100;23138,288
20171024;11;23100;23004,400
20171024;12;23200;23260,888
20171024;13;23200;23310,313
20171024;14;23300;23338,725
20171024;15;22900;22876,763
20171024;16;22500;22684,600
20171024;17;22400;22387,125
20171024;18;23500;22839,713
20171024;19;24000;23708,200
20171024;20;24000;23752,438
20171024;21;23300;22900,925
20171024;22;21900;21431,513
20171024;23;20100;19660,638
20171024;24;18700;18350,550
20171025;1;17500;17308,338
20171025;2;17000;16740,513
20171025;3;16700;16389,338
20171025;4;16800;16406,500
20171025;5;17300;16677,350
20171025;6;18600;17428,175
20171025;7;21500;20171,263
20171025;8;22300;22065,575
20171025;9;23200;22790,538
20171025;10;23200;23113,263
20171025;11;23200;23050,375
20171025;12;23300;23431,925
20171025;13;23400;23356,538
20171025;14;23500;23474,838
20171025;15;23100;22969,938
20171025;16;22600;22692,738
20171025;17;22600;22397,350
20171025;18;23600;22814,713
20171025;19;24100;23771,575
20171025;20;24100;23804,925
20171025;21;23300;23076,025
20171025;22;22000;21437,288
20171025;23;20100;19764,275
20171025;24;18700;18370,188
20171026;1;17500;17287,150
20171026;2;17000;16765,738
20171026;3;16700;16428,413
20171026;4;16800;16479,213
20171026;5;17300;16653,325
20171026;6;18600;17422,850
20171026;7;21500;20096,538
20171026;8;22400;21869,063
20171026;9;23100;22410,538
20171026;10;23100;22659,025
20171026;11;23200;22473,713
20171026;12;23200;22677,238
20171026;13;23200;22711,038
20171026;14;23300;22657,550
20171026;15;22900;22350,450
20171026;16;22500;22142,150
20171026;17;22400;22129,188
20171026;18;23500;22737,200
20171026;19;24000;23681,313
20171026;20;24000;23609,413
20171026;21;23200;22860,313
20171026;22;21800;21287,813
20171026;23;20000;19722,850
20171026;24;18600;18329,213
20171027;1;17600;17240,200
20171027;2;17100;16614,075
20171027;3;16800;16292,688
20171027;4;16900;16326,213
20171027;5;17400;16623,963
20171027;6;18700;17392,925
20171027;7;21800;20138,850
20171027;8;22600;21999,150
20171027;9;23300;22719,775
20171027;10;23300;23001,250
20171027;11;23300;23034,613
20171027;12;23400;23316,038
20171027;13;23400;23179,325
20171027;14;23500;23109,650
20171027;15;23100;22682,138
20171027;16;22800;22480,175
20171027;17;22600;22433,075
20171027;18;23600;22890,775
20171027;19;24100;23728,988
20171027;20;24100;23536,288
20171027;21;23300;22661,263
20171027;22;21900;21318,650
20171027;23;20100;19593,663
20171027;24;18700;18245,575
20171028;1;17400;17147,700
20171028;2;16800;16440,963
20171028;3;16300;16029,575
20171028;4;16200;15985,338
20171028;5;16400;16044,413
20171028;6;16700;16275,638
20171028;7;18300;17453,663
20171028;8;19300;18392,100
20171028;9;20200;19478,188
20171028;10;20800;20391,788
20171028;11;21000;20866,800
20171028;12;21000;21056,088
20171028;13;21000;20915,425
20171028;14;21000;20601,750
20171028;15;20100;20038,163
20171028;16;19700;19639,863
20171028;17;19700;19597,363
20171028;18;21400;20113,350
20171028;19;21400;20650,913
20171028;20;21300;20449,238
20171028;21;20600;19805,925
20171028;22;19400;18731,163
20171028;23;18200;17600,375
20171028;24;17000;16447,925
20171029;1;15800;15460,288
20171029;2;15100;14784,313
20171029;2A;15100;14375,725
20171029;3;14700;14146,600
20171029;4;14600;14041,088
20171029;5;14600;14104,675
20171029;6;14700;14362,963
20171029;7;15300;14576,825
20171029;8;16100;15333,100
20171029;9;17100;16399,525
20171029;10;17800;17125,988
20171029;11;18200;17612,313
20171029;12;18200;17860,988
20171029;13;18200;18038,638
20171029;14;18100;17907,150
20171029;15;17700;17574,463
20171029;16;17800;17368,813
20171029;17;19500;18129,500
20171029;18;19800;19121,350
20171029;19;19800;19274,550
20171029;20;19800;19232,063
20171029;21;19200;18596,788
20171029;22;18300;17555,725
20171029;23;17500;16797,300
20171029;24;16100;15984,700
20171030;1;15300;15214,775
20171030;2;14900;14909,113
20171030;3;14800;14777,838
20171030;4;14900;14759,875
20171030;5;15600;15196,213
20171030;6;17400;16302,313
20171030;7;20400;19082,938
20171030;8;21700;21155,975
20171030;9;22500;22399,513
20171030;10;22700;22563,163
20171030;11;22500;22551,588
20171030;12;22600;22824,763
20171030;13;22800;22886,263
20171030;14;22900;22960,838
20171030;15;22500;22626,463
20171030;16;22200;22519,313
20171030;17;23600;23209,500
20171030;18;24000;24296,925
20171030;19;23700;23991,125
20171030;20;23500;23817,050
20171030;21;22700;23015,088
20171030;22;21300;21394,050
20171030;23;19600;19725,688
20171030;24;18200;18433,863
20171031;1;17100;17354,513
20171031;2;16600;16845,338
20171031;3;16400;16623,788
20171031;4;16500;16702,475
20171031;5;17000;16957,038
20171031;6;18400;17760,838
20171031;7;20700;19999,313
20171031;8;21900;21782,450
20171031;9;22500;22684,200
20171031;10;22400;22879,338
20171031;11;22300;22625,463
20171031;12;22500;22794,013
20171031;13;22600;22951,788
20171031;14;22700;22931,863
20171031;15;22100;22369,113
20171031;16;22000;22338,425
20171031;17;23700;23159,113
20171031;18;24000;23946,150
20171031;19;23900;23625,813
20171031;20;23600;23249,250
20171031;21;22500;22343,000
20171031;22;20800;20571,338
20171031;23;18800;18661,413
20171031;24;17300;17256,888
