Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20171106;8;22400;21285,688
20171106;9;23000;22526,025
20171106;10;23100;22866,638
20171106;11;23200;22707,100
20171106;12;23200;22956,263
20171106;13;23300;23075,950
20171106;14;23400;23078,813
20171106;15;23000;22771,700
20171106;16;23000;22846,450
20171106;17;24700;23780,263
20171106;18;24700;24205,700
20171106;19;24400;23809,825
20171106;20;24200;23648,625
20171106;21;23200;23036,938
20171106;22;21800;21487,988
20171106;23;20100;19869,113
20171106;24;18800;18619,638
20171107;1;17600;17522,075
20171107;2;17000;16892,825
20171107;3;16800;16538,975
20171107;4;16800;16662,188
20171107;5;17400;17061,263
20171107;6;18600;17854,313
20171107;7;21200;20237,863
20171107;8;22600;22008,100
20171107;9;23200;22968,250
20171107;10;23300;23281,475
20171107;11;23400;23116,063
20171107;12;23500;23519,238
20171107;13;23500;23619,700
20171107;14;23600;23810,300
20171107;15;23100;23459,675
20171107;16;22900;23381,438
20171107;17;24700;24150,500
20171107;18;24700;24406,538
20171107;19;24400;24033,000
20171107;20;24100;23930,363
20171107;21;23300;23237,463
20171107;22;21800;21658,463
20171107;23;20100;20152,163
20171107;24;18700;18723,475
20171108;1;17600;17708,088
20171108;2;16700;17149,175
20171108;3;16500;16823,063
20171108;4;16800;16816,538
20171108;5;17200;17081,738
20171108;6;18700;17913,950
20171108;7;21200;20269,213
20171108;8;22600;22106,775
20171108;9;23200;23132,038
20171108;10;23300;23532,663
20171108;11;23400;23470,213
20171108;12;23500;23775,350
20171108;13;23500;23894,013
20171108;14;23600;23933,675
20171108;15;23100;23706,700
20171108;16;23400;23761,450
20171108;17;24600;24399,588
20171108;18;24600;24699,475
20171108;19;24300;24367,688
20171108;20;24000;24183,238
20171108;21;23300;23399,700
20171108;22;21900;21847,725
20171108;23;20200;20194,300
20171108;24;18800;18921,875
20171109;1;17700;18001,138
20171109;2;17000;17435,838
20171109;3;16800;17048,713
20171109;4;16900;17094,813
20171109;5;17500;17381,263
20171109;6;18900;18131,700
20171109;7;21600;20444,200
20171109;8;22900;22218,800
20171109;9;23500;23356,663
20171109;10;23500;23734,088
20171109;11;23600;23653,350
20171109;12;23700;23923,300
20171109;13;23800;24016,763
20171109;14;23900;23907,250
20171109;15;23500;23530,338
20171109;16;23600;23594,363
20171109;17;24800;24360,150
20171109;18;24700;24559,475
20171109;19;24400;24191,500
20171109;20;24100;23967,025
20171109;21;23300;23302,088
20171109;22;22100;21750,863
20171109;23;20300;20179,713
20171109;24;18900;18815,163
20171110;1;17900;17810,325
20171110;2;17200;17151,775
20171110;3;17000;16781,538
20171110;4;17100;16830,113
20171110;5;17600;17057,200
20171110;6;19000;17889,788
20171110;7;21700;20063,600
20171110;8;23000;21722,963
20171110;9;23800;22684,825
20171110;10;23800;22965,600
20171110;11;24000;23004,388
20171110;12;24100;23285,925
20171110;13;24200;23446,925
20171110;14;24300;23401,238
20171110;15;23900;23029,475
20171110;16;24000;23108,400
20171110;17;24800;24042,413
20171110;18;24700;24109,538
20171110;19;24400;23605,738
20171110;20;24400;23188,163
20171110;21;23500;22417,488
20171110;22;22100;21044,350
20171110;23;20300;19534,113
20171110;24;18900;18289,738
20171111;1;17400;17148,900
20171111;2;16700;16422,838
20171111;3;16300;15951,750
20171111;4;16100;15783,963
20171111;5;16000;15736,963
20171111;6;15800;15582,275
20171111;7;15500;15487,888
20171111;8;16400;15917,875
20171111;9;17400;17059,050
20171111;10;18100;18103,013
20171111;11;18600;18701,125
20171111;12;18800;19097,413
20171111;13;18900;19113,863
20171111;14;19000;19104,000
20171111;15;18600;18596,113
20171111;16;18800;18538,313
20171111;17;20000;19434,088
20171111;18;19800;19799,838
20171111;19;19600;19552,350
20171111;20;19400;19178,925
20171111;21;19000;18612,263
20171111;22;18200;17831,713
20171111;23;17400;17047,625
20171111;24;16200;15975,913
20171112;1;15650;15175,438
20171112;2;15150;14606,475
20171112;3;14800;14218,775
20171112;4;14650;14047,400
20171112;5;14800;14159,363
20171112;6;15000;14345,500
20171112;7;15350;14791,663
20171112;8;16400;15133,888
20171112;9;17400;16060,438
20171112;10;18250;17131,550
20171112;11;18550;17729,675
20171112;12;18700;17876,850
20171112;13;18900;18065,600
20171112;14;18900;18184,875
20171112;15;18600;17923,263
20171112;16;19050;17930,800
20171112;17;20300;19022,650
20171112;18;20350;19598,050
20171112;19;20350;19654,563
20171112;20;20550;19765,575
20171112;21;19750;19079,688
20171112;22;18800;18162,700
20171112;23;18100;17397,125
20171112;24;16900;16451,388
20171113;1;15700;15596,150
20171113;2;15300;15221,463
20171113;3;15200;15097,150
20171113;4;15400;15123,450
20171113;5;16000;15468,088
20171113;6;18000;16400,475
20171113;7;21100;19397,325
20171113;8;22700;21684,725
20171113;9;23600;23031,525
20171113;10;23700;23463,525
20171113;11;23800;23400,575
20171113;12;23900;23706,213
20171113;13;23900;23879,913
20171113;14;24050;23889,988
20171113;15;23400;23586,413
20171113;16;23700;23575,450
20171113;17;24800;24317,888
20171113;18;24700;24412,275
20171113;19;24400;23976,725
20171113;20;24300;23856,600
20171113;21;23500;23135,288
20171113;22;21950;21612,475
20171113;23;20200;20104,238
20171113;24;18900;18716,288
20171114;1;17900;17660,150
20171114;2;17400;17049,438
20171114;3;17200;16768,038
20171114;4;17200;16759,925
20171114;5;17600;17082,500
20171114;6;19100;17852,163
20171114;7;21800;20503,513
20171114;8;23100;22210,338
20171114;9;23800;23112,238
20171114;10;23850;23431,263
20171114;11;24000;23347,600
20171114;12;24100;23604,613
20171114;13;24200;23725,275
20171114;14;24300;23843,050
20171114;15;23900;23477,213
20171114;16;24100;23617,600
20171114;17;24950;24654,950
20171114;18;24800;24868,125
20171114;19;24450;24456,163
20171114;20;24400;24268,763
20171114;21;23550;23581,138
20171114;22;22100;22130,075
20171114;23;20350;20463,100
20171114;24;18950;18945,425
20171115;1;17750;18007,625
20171115;2;17150;17397,275
20171115;3;16850;17119,775
20171115;4;16850;17109,288
20171115;5;17400;17383,075
20171115;6;18900;18209,050
20171115;7;21700;20694,813
20171115;8;23000;22399,775
20171115;9;23700;23376,638
20171115;10;23800;23597,550
20171115;11;24000;23441,300
20171115;12;24100;23665,363
20171115;13;24200;23777,725
20171115;14;24300;23897,050
20171115;15;23900;23502,475
20171115;16;24100;23496,538
20171115;17;25000;24634,463
20171115;18;24800;24752,050
20171115;19;24500;24293,338
20171115;20;24400;24049,250
20171115;21;23500;23258,413
20171115;22;22000;21866,825
20171115;23;20300;20341,963
20171115;24;18900;19078,163
20171116;1;18000;17946,850
20171116;2;17500;17417,138
20171116;3;17200;17187,825
20171116;4;17300;17163,713
20171116;5;17750;17524,063
20171116;6;19150;18273,688
20171116;7;21850;20702,388
20171116;8;23100;22386,513
20171116;9;23800;23384,975
20171116;10;23900;23683,963
20171116;11;24000;23513,775
20171116;12;24100;23704,650
20171116;13;24150;23805,400
20171116;14;24300;23959,938
20171116;15;24050;23493,200
20171116;16;24250;23582,025
20171116;17;25200;24656,125
20171116;18;25200;24754,763
20171116;19;24800;24396,700
20171116;20;24600;24227,338
20171116;21;23900;23522,025
20171116;22;22400;21855,463
20171116;23;20700;20332,675
20171116;24;19200;19024,838
20171117;1;18000;17944,575
20171117;2;17500;17321,925
20171117;3;17200;17018,938
20171117;4;17300;17008,763
20171117;5;17750;17346,988
20171117;6;19150;18141,113
20171117;7;21850;20731,388
20171117;8;23100;22303,050
20171117;9;23800;23217,525
20171117;10;23900;23599,413
20171117;11;23900;23587,413
20171117;12;24050;23851,600
20171117;13;24150;23911,400
20171117;14;24300;24009,863
20171117;15;24050;23682,275
20171117;16;24250;23776,450
20171117;17;25200;24623,888
20171117;18;25100;24718,100
20171117;19;24700;24263,425
20171117;20;24500;23925,063
20171117;21;23800;23046,688
20171117;22;22300;21571,113
20171117;23;20600;19999,950
20171117;24;19200;18797,813
20171118;1;18000;17787,125
20171118;2;17300;17232,338
20171118;3;17000;16766,625
20171118;4;16800;16592,838
20171118;5;16900;16652,675
20171118;6;17400;16921,400
20171118;7;18800;17937,738
20171118;8;19600;18849,225
20171118;9;20900;20129,700
20171118;10;21600;21037,725
20171118;11;21800;21364,838
20171118;12;21800;21603,963
20171118;13;21800;21430,513
20171118;14;21800;21245,363
20171118;15;21000;20613,750
20171118;16;21500;20723,950
20171118;17;22200;21734,700
20171118;18;22100;21701,925
20171118;19;21600;21372,113
20171118;20;21200;20870,700
20171118;21;20500;20222,463
20171118;22;19300;19013,875
20171118;23;18200;18060,200
20171118;24;17000;16973,963
20171119;1;15700;16066,275
20171119;2;15100;15423,075
20171119;3;14700;14940,063
20171119;4;14500;14797,638
20171119;5;14600;14877,413
20171119;6;14800;15007,975
20171119;7;15200;15377,838
20171119;8;15800;15670,450
20171119;9;17000;16624,913
20171119;10;17800;17568,788
20171119;11;18200;18187,150
20171119;12;18400;18483,213
20171119;13;18600;18615,663
20171119;14;18700;18721,763
20171119;15;18400;18438,838
20171119;16;18900;18332,075
20171119;17;20000;19422,388
20171119;18;20100;19845,200
20171119;19;20100;19801,000
20171119;20;20200;19897,688
20171119;21;19600;19356,325
20171119;22;18600;18572,700
20171119;23;17900;17772,313
20171119;24;16700;16785,138
20171120;1;16000;16041,463
20171120;2;15600;15571,263
20171120;3;15500;15441,838
20171120;4;15600;15485,075
20171120;5;16200;15875,425
20171120;6;18200;16979,650
20171120;7;21300;20083,238
20171120;8;23100;22186,288
20171120;9;23700;23474,813
20171120;10;23900;23983,838
20171120;11;24100;23926,213
20171120;12;24100;24124,388
20171120;13;24300;24178,400
20171120;14;24400;24296,013
20171120;15;24000;24059,638
20171120;16;24500;24018,413
20171120;17;25300;24889,550
20171120;18;25200;24907,400
20171120;19;24650;24497,525
20171120;20;24450;24366,375
20171120;21;23700;23577,775
20171120;22;22300;22074,225
20171120;23;20600;20463,488
20171120;24;19100;19090,025
20171121;1;18100;18031,588
20171121;2;17400;17384,838
20171121;3;17200;17149,450
20171121;4;17300;17210,425
20171121;5;17800;17540,150
20171121;6;19200;18506,275
20171121;7;22100;21099,838
20171121;8;23200;22830,713
20171121;9;23900;23765,688
20171121;10;24000;24075,750
20171121;11;24100;24024,413
20171121;12;24300;24327,813
20171121;13;24400;24382,963
20171121;14;24600;24562,613
20171121;15;24300;24357,250
20171121;16;24500;24513,300
20171121;17;25500;25289,125
20171121;18;25300;25200,825
20171121;19;24900;24801,638
20171121;20;24700;24540,238
20171121;21;24000;23809,525
20171121;22;22500;22180,438
20171121;23;20900;20459,413
20171121;24;19400;19195,463
20171122;1;18137;18038,175
20171122;2;17331;17430,875
20171122;3;17075;17109,525
20171122;4;17107;17127,875
20171122;5;17500;17468,825
20171122;6;18665;18352,338
20171122;7;21089;20967,163
20171122;8;22842;22800,900
20171122;9;23811;23731,425
20171122;10;24162;24113,088
20171122;11;24134;24093,338
20171122;12;24339;24356,638
20171122;13;24406;24570,800
20171122;14;24367;24687,888
20171122;15;24038;24422,475
20171122;16;24233;24520,950
20171122;17;25057;25132,900
20171122;18;25105;24962,088
20171122;19;24689;24511,100
20171122;20;24382;24335,688
20171122;21;23543;23636,525
20171122;22;22048;22065,913
20171122;23;20406;20414,075
20171122;24;19154;19011,188
20171123;1;17950;17990,225
20171123;2;17250;17336,525
20171123;3;17000;16951,225
20171123;4;17100;17089,725
20171123;5;17800;17370,363
20171123;6;19100;18192,463
20171123;7;22000;20899,300
20171123;8;23100;22535,075
20171123;9;23900;23296,388
20171123;10;24000;23519,975
20171123;11;24000;23403,425
20171123;12;24200;23454,550
20171123;13;24300;23403,675
20171123;14;24400;23460,050
20171123;15;23950;23179,238
20171123;16;24550;23554,800
20171123;17;25350;24835,438
20171123;18;25300;24788,250
20171123;19;24850;24426,650
20171123;20;24650;24155,938
20171123;21;23900;23387,625
20171123;22;22300;21966,850
20171123;23;20700;20364,063
20171123;24;19200;19116,038
20171124;1;18000;18073,963
20171124;2;17300;17482,263
20171124;3;17000;17167,988
20171124;4;17200;17254,088
20171124;5;17700;17556,675
20171124;6;19200;18429,950
20171124;7;22100;20953,700
20171124;8;23000;22619,713
20171124;9;23700;23348,663
20171124;10;23900;23485,175
20171124;11;23900;23338,663
20171124;12;23900;23566,088
20171124;13;24000;23598,200
20171124;14;24200;23597,100
20171124;15;23700;23373,500
20171124;16;24400;23667,675
20171124;17;25100;24732,113
20171124;18;25000;24736,975
20171124;19;24500;24324,450
20171124;20;24400;24024,000
20171124;21;23500;23216,225
20171124;22;22100;21681,013
20171124;23;20500;20182,313
20171124;24;19200;19009,850
20171125;1;17800;17775,163
20171125;2;17200;17114,063
20171125;3;16800;16787,600
20171125;4;16700;16619,750
20171125;5;16900;16693,388
20171125;6;17200;16952,038
20171125;7;18500;18042,438
20171125;8;19400;18937,313
20171125;9;20700;20061,388
20171125;10;21300;21038,363
20171125;11;21700;21408,963
20171125;12;21750;21629,163
20171125;13;21600;21473,850
20171125;14;21500;21305,038
20171125;15;21000;20648,913
20171125;16;21700;20890,888
20171125;17;22350;21774,638
20171125;18;22000;21746,525
20171125;19;21700;21287,725
20171125;20;21300;20792,613
20171125;21;20300;20099,550
20171125;22;19200;19006,300
20171125;23;18300;18010,000
20171125;24;17100;16931,138
20171126;1;16100;15937,438
20171126;2;15400;15312,950
20171126;3;15000;14957,025
20171126;4;14800;14880,463
20171126;5;14900;14923,775
20171126;6;15200;15066,463
20171126;7;15600;15565,300
20171126;8;16000;15731,513
20171126;9;16900;16623,100
20171126;10;17900;17605,938
20171126;11;18300;18292,100
20171126;12;18500;18604,063
20171126;13;18600;18752,375
20171126;14;18800;19021,975
20171126;15;18500;18637,213
20171126;16;19400;18725,988
20171126;17;20100;19818,863
20171126;18;20200;19994,038
20171126;19;20200;20008,500
20171126;20;20200;20117,538
20171126;21;19700;19641,375
20171126;22;18900;18680,275
20171126;23;18100;17876,275
20171126;24;17000;16775,950
20171127;1;16100;15926,500
20171127;2;15550;15601,588
20171127;3;15550;15352,938
20171127;4;15700;15391,538
20171127;5;16400;15775,613
20171127;6;18300;16992,900
20171127;7;21700;20160,700
20171127;8;22900;22096,150
20171127;9;23850;23312,600
20171127;10;23950;23675,613
20171127;11;24050;23667,125
20171127;12;24150;23907,900
20171127;13;24200;23977,025
20171127;14;24350;24146,900
20171127;15;24000;23886,563
20171127;16;24650;24113,950
20171127;17;25200;25146,963
20171127;18;25100;24940,350
20171127;19;24600;24487,475
20171127;20;24400;24363,300
20171127;21;23650;23685,625
20171127;22;22150;22110,013
20171127;23;20650;20483,413
20171127;24;19200;19272,950
20171128;1;18050;18166,038
20171128;2;17400;17583,338
20171128;3;17200;17257,850
20171128;4;17300;17324,050
20171128;5;17900;17633,763
20171128;6;19300;18365,838
20171128;7;22300;21077,163
20171128;8;23300;22884,425
20171128;9;24000;23706,325
20171128;10;24200;23848,288
20171128;11;24300;23755,175
20171128;12;24400;24023,850
20171128;13;24500;24142,675
20171128;14;24600;24357,363
20171128;15;24400;24119,088
20171128;16;24900;24450,663
20171128;17;25400;25334,288
20171128;18;25200;25097,438
20171128;19;24800;24684,613
20171128;20;24600;24338,488
20171128;21;23750;23780,450
20171128;22;22250;22071,075
20171128;23;20700;20579,138
20171128;24;19400;19308,550
20171129;1;18400;18266,900
20171129;2;17800;17755,250
20171129;3;17500;17426,313
20171129;4;17600;17494,388
20171129;5;18100;17818,300
20171129;6;19500;18707,550
20171129;7;22500;21376,688
20171129;8;23500;23230,400
20171129;9;24050;24171,113
20171129;10;24200;24390,225
20171129;11;24300;24369,975
20171129;12;24450;24668,963
20171129;13;24600;24724,988
20171129;14;24750;24756,625
20171129;15;24450;24424,125
20171129;16;25000;24452,100
20171129;17;25500;25392,425
20171129;18;25300;25299,838
20171129;19;24950;24736,875
20171129;20;24800;24490,163
20171129;21;23950;23861,750
20171129;22;22400;22276,263
20171129;23;20800;20710,413
20171129;24;19600;19471,400
20171130;1;18400;18433,975
20171130;2;17800;17800,438
20171130;3;17500;17464,775
20171130;4;17700;17518,225
20171130;5;18200;17764,075
20171130;6;19700;18599,450
20171130;7;22800;21305,125
20171130;8;23600;23283,688
20171130;9;24300;24248,725
20171130;10;24300;24617,750
20171130;11;24500;24576,250
20171130;12;24600;24866,413
20171130;13;24700;24981,113
20171130;14;24900;25170,088
20171130;15;24600;24871,575
20171130;16;25300;25026,625
20171130;17;25700;25706,288
20171130;18;25400;25361,363
20171130;19;25000;24774,050
20171130;20;24800;24571,313
20171130;21;24100;23725,663
20171130;22;22500;22237,025
20171130;23;20900;20611,263
20171130;24;19600;19313,575
