Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20170707;11;22000;21230,013
20170707;12;22200;21610,500
20170707;13;22300;21700,663
20170707;14;22400;21724,738
20170707;15;21900;21305,763
20170707;16;21600;21142,450
20170707;17;21300;20764,275
20170707;18;20900;20376,213
20170707;19;20600;20115,325
20170707;20;20600;20162,613
20170707;21;20600;19974,975
20170707;22;20500;19734,875
20170707;23;19500;18953,188
20170707;24;17900;17590,338
20170708;1;16400;16513,613
20170708;2;15600;15750,925
20170708;3;15200;15324,675
20170708;4;15000;15122,500
20170708;5;14400;14641,450
20170708;6;14300;14415,525
20170708;7;15800;15488,125
20170708;8;17200;16968,238
20170708;9;18200;18306,750
20170708;10;18900;19202,775
20170708;11;19200;19494,338
20170708;12;19200;19756,438
20170708;13;19200;19609,813
20170708;14;18800;19201,400
20170708;15;18200;18531,100
20170708;16;17900;18138,600
20170708;17;17600;17859,713
20170708;18;17400;17689,488
20170708;19;17300;17571,263
20170708;20;17400;17506,400
20170708;21;17300;17404,188
20170708;22;17500;17475,488
20170708;23;17000;17011,075
20170708;24;15700;15797,063
20170709;1;14500;14606,738
20170709;2;13800;13953,150
20170709;3;13500;13532,763
20170709;4;13300;13318,013
20170709;5;12600;12780,650
20170709;6;12500;12499,850
20170709;7;13300;13070,788
20170709;8;14400;13961,200
20170709;9;15300;14985,575
20170709;10;16300;15986,725
20170709;11;16600;16602,088
20170709;12;16800;16773,175
20170709;13;16800;16840,275
20170709;14;16800;16726,700
20170709;15;16400;16403,138
20170709;16;16100;16100,763
20170709;17;16000;15924,063
20170709;18;16000;16015,013
20170709;19;16300;16261,600
20170709;20;16500;16482,813
20170709;21;16700;16440,363
20170709;22;16900;16893,838
20170709;23;16700;16637,438
20170709;24;15400;15506,938
20170710;1;14400;14571,425
20170710;2;13900;13960,950
20170710;3;13600;13695,525
20170710;4;13600;13747,925
20170710;5;13400;13427,463
20170710;6;14900;14017,813
20170710;7;17900;16664,600
20170710;8;19700;18971,725
20170710;9;20800;20542,300
20170710;10;21200;21156,688
20170710;11;21700;21369,588
20170710;12;21800;21796,263
20170710;13;22000;21987,225
20170710;14;22000;22146,438
20170710;15;21500;21756,288
20170710;16;21300;21475,863
20170710;17;20900;21136,925
20170710;18;20600;20743,750
20170710;19;20400;20571,800
20170710;20;20500;20665,875
20170710;21;20400;20744,200
20170710;22;20400;20497,038
20170710;23;19300;19205,513
20170710;24;17700;17694,050
20170711;1;16400;16528,550
20170711;2;15700;15979,625
20170711;3;15300;15693,475
20170711;4;15200;15597,100
20170711;5;14900;15331,325
20170711;6;15600;15700,888
20170711;7;18500;17847,175
20170711;8;20200;19929,413
20170711;9;21100;21173,138
20170711;10;21400;21727,663
20170711;11;21800;21788,788
20170711;12;21900;22049,688
20170711;13;22100;22166,350
20170711;14;22100;22046,325
20170711;15;21700;21730,238
20170711;16;21400;21420,800
20170711;17;20900;20986,913
20170711;18;20600;20653,888
20170711;19;20300;20347,413
20170711;20;20400;20488,513
20170711;21;20600;20253,338
20170711;22;20500;20228,200
20170711;23;19300;19304,725
20170711;24;17800;17828,175
20170712;1;16900;16522,338
20170712;2;16300;15812,850
20170712;3;15800;15395,238
20170712;4;15800;15292,675
20170712;5;15350;14995,338
20170712;6;16200;15248,075
20170712;7;19000;17540,975
20170712;8;20600;19766,063
20170712;9;21400;20999,175
20170712;10;21600;21597,888
20170712;11;22000;21690,475
20170712;12;22150;22068,075
20170712;13;22350;22196,963
20170712;14;22350;22282,688
20170712;15;21950;21877,550
20170712;16;21600;21662,475
20170712;17;21200;21242,975
20170712;18;20800;20859,688
20170712;19;20600;20612,213
20170712;20;20700;20750,125
20170712;21;20800;20821,438
20170712;22;20700;20726,675
20170712;23;19600;19388,438
20170712;24;18100;17847,275
20170713;1;16700;16681,050
20170713;2;15900;15960,100
20170713;3;15400;15628,825
20170713;4;15400;15669,425
20170713;5;14900;15269,300
20170713;6;15900;15396,913
20170713;7;18650;17424,088
20170713;8;20200;19549,938
20170713;9;21000;20566,675
20170713;10;21250;21021,313
20170713;11;21650;21070,688
20170713;12;21750;21342,138
20170713;13;21850;21412,300
20170713;14;21900;21379,063
20170713;15;21500;20915,363
20170713;16;21200;20785,775
20170713;17;20750;20474,913
20170713;18;20350;20093,425
20170713;19;20300;19898,000
20170713;20;20300;19942,800
20170713;21;20350;19858,450
20170713;22;20350;19938,475
20170713;23;19350;18965,263
20170713;24;17800;17497,913
20170714;1;16300;16434,963
20170714;2;15600;15763,513
20170714;3;15200;15364,488
20170714;4;15200;15322,425
20170714;5;14750;15032,113
20170714;6;15750;15152,688
20170714;7;18600;17392,725
20170714;8;20200;19379,663
20170714;9;21050;20354,663
20170714;10;21250;20899,038
20170714;11;21550;21042,500
20170714;12;21700;21309,063
20170714;13;21750;21368,050
20170714;14;21850;21231,850
20170714;15;21500;20905,300
20170714;16;21050;20639,088
20170714;17;20800;20316,125
20170714;18;20250;20044,650
20170714;19;20200;19766,113
20170714;20;20200;19803,838
20170714;21;20100;19657,475
20170714;22;20000;19636,413
20170714;23;19100;18669,375
20170714;24;17500;17314,638
20170715;1;16400;16258,713
20170715;2;15700;15453,950
20170715;3;15200;15022,863
20170715;4;15100;14874,688
20170715;5;14500;14469,163
20170715;6;14500;14092,613
20170715;7;16200;15061,388
20170715;8;17500;16594,325
20170715;9;18700;17736,950
20170715;10;19200;18705,550
20170715;11;19600;19147,313
20170715;12;19600;19328,938
20170715;13;19500;19041,913
20170715;14;19200;18721,488
20170715;15;18500;18070,575
20170715;16;18200;17679,313
20170715;17;17900;17417,488
20170715;18;17700;17173,938
20170715;19;17600;17221,725
20170715;20;17600;17157,600
20170715;21;17500;17106,863
20170715;22;17600;17298,363
20170715;23;17200;16766,988
20170715;24;15900;15547,475
20170716;1;14600;14302,988
20170716;2;13900;13698,000
20170716;3;13600;13303,175
20170716;4;13400;13115,250
20170716;5;12800;12576,275
20170716;6;12600;12210,763
20170716;7;13500;12741,413
20170716;8;14400;13710,913
20170716;9;15500;14819,275
20170716;10;16400;15876,225
20170716;11;16800;16415,325
20170716;12;16900;16468,475
20170716;13;16900;16457,188
20170716;14;16900;16452,300
20170716;15;16500;16164,900
20170716;16;16300;15853,938
20170716;17;16100;15594,963
20170716;18;16100;15563,300
20170716;19;16300;15746,913
20170716;20;16500;16067,200
20170716;21;16600;16237,575
20170716;22;17000;16777,400
20170716;23;16600;16232,438
20170716;24;15400;15063,438
20170717;1;14200;14129,763
20170717;2;13600;13718,188
20170717;3;13300;13464,513
20170717;4;13300;13534,775
20170717;5;13050;13429,413
20170717;6;14300;13721,388
20170717;7;17400;16318,450
20170717;8;19200;18507,750
20170717;9;20450;19900,488
20170717;10;20750;20627,188
20170717;11;21350;20746,325
20170717;12;21550;21123,725
20170717;13;21550;21177,075
20170717;14;21650;21184,813
20170717;15;21200;20814,213
20170717;16;20850;20617,775
20170717;17;20450;20226,763
20170717;18;20050;19910,350
20170717;19;19800;19749,338
20170717;20;19900;19882,913
20170717;21;20200;19836,138
20170717;22;20100;19878,888
20170717;23;18800;18767,113
20170717;24;17300;17230,450
20170718;1;16250;16025,438
20170718;2;15750;15437,463
20170718;3;15450;15021,188
20170718;4;15250;15034,725
20170718;5;14950;14821,700
20170718;6;15650;14928,488
20170718;7;18550;17162,950
20170718;8;20050;19222,488
20170718;9;21050;20351,550
20170718;10;21350;21031,488
20170718;11;21800;21122,138
20170718;12;21850;21466,500
20170718;13;22050;21509,988
20170718;14;22150;21602,650
20170718;15;21800;21190,400
20170718;16;21400;21096,638
20170718;17;21000;20730,975
20170718;18;20600;20357,275
20170718;19;20400;20097,300
20170718;20;20300;20137,513
20170718;21;20600;20107,263
20170718;22;20500;20189,863
20170718;23;19150;19060,525
20170718;24;17650;17497,038
20170719;1;16500;16377,525
20170719;2;15900;15587,200
20170719;3;15500;15297,450
20170719;4;15400;15261,063
20170719;5;15100;15037,763
20170719;6;15900;15103,313
20170719;7;18900;17373,800
20170719;8;20500;19340,050
20170719;9;21300;20622,188
20170719;10;21700;21386,863
20170719;11;22100;21552,738
20170719;12;22300;22022,350
20170719;13;22500;22193,575
20170719;14;22500;22141,388
20170719;15;22000;21777,400
20170719;16;21700;21503,813
20170719;17;21300;21171,963
20170719;18;20900;20764,988
20170719;19;20800;20430,225
20170719;20;20800;20549,550
20170719;21;20900;20496,763
20170719;22;20800;20603,363
20170719;23;19500;19357,488
20170719;24;18000;17803,388
20170720;1;16600;16519,700
20170720;2;16100;15935,588
20170720;3;15800;15524,163
20170720;4;15700;15485,275
20170720;5;15400;15275,750
20170720;6;16200;15425,363
20170720;7;19100;17499,813
20170720;8;20700;19539,200
20170720;9;21500;20824,263
20170720;10;21800;21501,538
20170720;11;22200;21754,675
20170720;12;22300;22094,150
20170720;13;22500;22266,063
20170720;14;22500;22431,338
20170720;15;22200;22057,438
20170720;16;21800;21751,525
20170720;17;21500;21265,113
20170720;18;21100;20784,600
20170720;19;21000;20554,863
20170720;20;20800;20674,375
20170720;21;20800;20617,763
20170720;22;20600;20625,125
20170720;23;19500;19460,950
20170720;24;18000;18004,388
20170721;1;16600;16732,463
20170721;2;16100;16131,088
20170721;3;15800;15579,725
20170721;4;15700;15553,825
20170721;5;15400;15392,588
20170721;6;16200;15434,538
20170721;7;19100;17575,688
20170721;8;20700;19633,613
20170721;9;21500;20987,650
20170721;10;21800;21659,538
20170721;11;22200;21892,000
20170721;12;22300;22247,800
20170721;13;22500;22368,288
20170721;14;22500;22170,138
20170721;15;22200;21833,788
20170721;16;21800;21532,363
20170721;17;21500;21029,413
20170721;18;21100;20707,613
20170721;19;20900;20513,100
20170721;20;20800;20509,400
20170721;21;20800;20395,750
20170721;22;20600;20284,750
20170721;23;19500;19139,863
20170721;24;18000;17814,538
20170722;1;16700;16671,225
20170722;2;16100;15848,275
20170722;3;15600;15324,050
20170722;4;15600;15235,925
20170722;5;15300;14777,500
20170722;6;14900;14470,675
20170722;7;16500;15466,750
20170722;8;18000;16967,813
20170722;9;19200;18253,438
20170722;10;19700;19265,113
20170722;11;20000;19666,925
20170722;12;20100;19918,788
20170722;13;20000;19699,113
20170722;14;19700;19444,225
20170722;15;19000;18822,150
20170722;16;18700;18453,450
20170722;17;18400;18158,013
20170722;18;18000;17983,900
20170722;19;17900;17897,550
20170722;20;17800;17781,775
20170722;21;18000;17759,963
20170722;22;18200;17930,713
20170722;23;17600;17132,263
20170722;24;16300;15927,775
20170723;1;14800;14812,575
20170723;2;14200;14127,575
20170723;3;13900;13767,525
20170723;4;13700;13539,363
20170723;5;13100;13124,413
20170723;6;12900;12711,725
20170723;7;13700;13206,563
20170723;8;14600;14056,800
20170723;9;15700;15067,788
20170723;10;16700;16244,738
20170723;11;17000;16853,000
20170723;12;17100;17156,050
20170723;13;17200;17252,500
20170723;14;17200;17146,200
20170723;15;16700;16797,050
20170723;16;16500;16431,588
20170723;17;16300;16186,550
20170723;18;16300;16232,163
20170723;19;16500;16368,913
20170723;20;16800;16457,100
20170723;21;17000;16635,825
20170723;22;17300;17116,113
20170723;23;16800;16557,938
20170723;24;15700;15482,413
20170724;1;14800;14534,388
20170724;2;14400;14052,963
20170724;3;14100;13838,888
20170724;4;14100;13817,675
20170724;5;13900;13703,363
20170724;6;15300;13970,050
20170724;7;18400;16451,925
20170724;8;20200;18738,750
20170724;9;21300;20323,238
20170724;10;21600;21018,263
20170724;11;22100;21291,438
20170724;12;22200;21683,088
20170724;13;22300;21831,000
20170724;14;22350;21866,938
20170724;15;21900;21456,675
20170724;16;21600;21227,150
20170724;17;21200;20789,513
20170724;18;20900;20423,500
20170724;19;20700;20232,000
20170724;20;20700;20333,638
20170724;21;20650;20465,288
20170724;22;20550;20346,975
20170724;23;19600;18909,913
20170724;24;17900;17448,475
20170725;1;16200;16331,488
20170725;2;15600;15577,238
20170725;3;15100;15229,563
20170725;4;15000;15265,388
20170725;5;14800;15069,975
20170725;6;15500;15123,313
20170725;7;18300;17210,100
20170725;8;19900;19314,550
20170725;9;20900;20462,488
20170725;10;21200;21005,625
20170725;11;21500;21211,150
20170725;12;21700;21671,238
20170725;13;21800;21637,350
20170725;14;21800;21575,088
20170725;15;21600;21235,000
20170725;16;21300;20931,650
20170725;17;20800;20498,100
20170725;18;20400;20042,788
20170725;19;20200;19945,963
20170725;20;20400;19998,725
20170725;21;20700;20162,400
20170725;22;20600;19932,350
20170725;23;19200;18566,600
20170725;24;17500;17153,625
20170726;1;16300;15918,900
20170726;2;15700;15410,088
20170726;3;15200;15043,325
20170726;4;15200;15094,625
20170726;5;14800;15003,275
20170726;6;15700;15038,150
20170726;7;18400;17005,288
20170726;8;20100;19074,125
20170726;9;20900;20302,075
20170726;10;21200;20860,075
20170726;11;21600;20939,588
20170726;12;21800;21261,638
20170726;13;21900;21382,988
20170726;14;21900;21369,663
20170726;15;21500;20972,438
20170726;16;21200;20702,688
20170726;17;20800;20367,325
20170726;18;20400;19943,800
20170726;19;20100;19744,913
20170726;20;20200;19744,300
20170726;21;20200;20027,738
20170726;22;20100;19836,463
20170726;23;19100;18651,413
20170726;24;17600;17214,350
20170727;1;16400;16026,700
20170727;2;15600;15434,513
20170727;3;15200;15107,313
20170727;4;15200;15035,688
20170727;5;14800;14868,125
20170727;6;15600;14834,800
20170727;7;18400;16922,263
20170727;8;20000;18991,213
20170727;9;20800;20442,950
20170727;10;21100;21018,638
20170727;11;21500;21171,225
20170727;12;21600;21254,938
20170727;13;21800;21413,563
20170727;14;21800;21390,513
20170727;15;21400;20997,950
20170727;16;21200;20836,838
20170727;17;20700;20516,950
20170727;18;20400;20206,775
20170727;19;20100;20022,650
20170727;20;20200;20169,013
20170727;21;20100;20279,375
20170727;22;20200;20130,738
20170727;23;19200;18686,188
20170727;24;17700;17184,813
20170728;1;16300;16080,775
20170728;2;15700;15501,163
20170728;3;15200;15137,463
20170728;4;15200;15119,950
20170728;5;14800;15016,913
20170728;6;15600;14968,638
20170728;7;18300;17143,200
20170728;8;19800;19062,000
20170728;9;20700;20302,888
20170728;10;21000;20936,075
20170728;11;21300;21172,375
20170728;12;21500;21485,338
20170728;13;21600;21644,588
20170728;14;21700;21551,988
20170728;15;21300;21000,988
20170728;16;20900;20679,600
20170728;17;20500;20308,988
20170728;18;20000;20026,513
20170728;19;20000;19747,425
20170728;20;19900;19856,675
20170728;21;20000;19734,975
20170728;22;20000;19684,450
20170728;23;19000;18399,988
20170728;24;17500;17012,725
20170729;1;16500;15755,338
20170729;2;15800;15119,075
20170729;3;15300;14656,713
20170729;4;15200;14511,250
20170729;5;14600;14235,275
20170729;6;14400;13775,938
20170729;7;16100;14874,888
20170729;8;17500;16350,225
20170729;9;18800;17707,438
20170729;10;19500;18608,550
20170729;11;19800;18981,550
20170729;12;19800;18997,838
20170729;13;19700;18902,600
20170729;14;19300;18486,613
20170729;15;18700;17984,238
20170729;16;18300;17658,288
20170729;17;18100;17318,163
20170729;18;17900;17169,450
20170729;19;17700;17044,250
20170729;20;17700;17088,813
20170729;21;18200;17217,088
20170729;22;18200;17568,238
20170729;23;17200;16608,875
20170729;24;15900;15507,725
20170730;1;14800;14332,463
20170730;2;14200;13661,288
20170730;3;13900;13279,813
20170730;4;13700;13063,788
20170730;5;13200;12670,238
20170730;6;12800;12224,825
20170730;7;13700;12743,525
20170730;8;14700;13793,800
20170730;9;15800;15057,188
20170730;10;16700;16183,175
20170730;11;17200;16785,800
20170730;12;17400;16873,538
20170730;13;17500;16921,188
20170730;14;17400;16949,625
20170730;15;17000;16592,275
20170730;16;16700;16324,450
20170730;17;16300;16177,688
20170730;18;16300;16298,150
20170730;19;16700;16557,750
20170730;20;17000;16650,600
20170730;21;17200;16874,488
20170730;22;17300;17504,625
20170730;23;16700;16902,563
20170730;24;15500;15681,988
20170731;1;14700;14662,613
20170731;2;14300;14125,275
20170731;3;14000;13877,175
20170731;4;14000;13812,488
20170731;5;13800;13887,038
20170731;6;15500;14133,825
20170731;7;18500;16700,563
20170731;8;20500;19059,088
20170731;9;21400;20686,775
20170731;10;21700;21544,188
20170731;11;22100;21805,025
20170731;12;22300;22228,038
20170731;13;22500;22346,188
20170731;14;22600;22390,425
20170731;15;22100;21983,100
20170731;16;21700;21683,938
20170731;17;21300;21345,875
20170731;18;20900;20822,075
20170731;19;20800;20594,288
20170731;20;20900;20664,888
20170731;21;21200;20763,113
20170731;22;21100;20797,050
20170731;23;19600;19204,975
20170731;24;18100;17618,588
